RT_Demand,GW,Date,Hr_End,time
"14,080.92",14.080917,6-Aug-22,06,8/6/22 6:00
"14,458.37",14.458371,6-Aug-22,07,8/6/22 7:00
"15,417.21",15.417213,6-Aug-22,08,8/6/22 8:00
"16,617.96",16.617958,6-Aug-22,09,8/6/22 9:00
"17,833.78",17.833777,6-Aug-22,10,8/6/22 10:00
"19,088.49",19.088486,6-Aug-22,11,8/6/22 11:00
"20,166.84",20.166838,6-Aug-22,12,8/6/22 12:00
"21,018.39",21.018388,6-Aug-22,13,8/6/22 13:00
"21,604.71",21.604714,6-Aug-22,14,8/6/22 14:00
"21,995.93",21.995927,6-Aug-22,15,8/6/22 15:00
"22,318.91",22.318905,6-Aug-22,16,8/6/22 16:00
"22,707.95",22.707951,6-Aug-22,17,8/6/22 17:00
"22,993.98",22.993978,6-Aug-22,18,8/6/22 18:00
"22,858.74",22.858743,6-Aug-22,19,8/6/22 19:00
"22,103.08",22.103076,6-Aug-22,20,8/6/22 20:00
"21,420.99",21.420988,6-Aug-22,21,8/6/22 21:00
"20,513.22",20.513217,6-Aug-22,22,8/6/22 22:00
"19,168.31",19.168305,6-Aug-22,23,8/6/22 23:00
"17,835.57",17.835565,6-Aug-22,24,8/6/22 0:00
"16,783.35",16.783351,7-Aug-22,01,8/7/22 1:00
"15,954.87",15.954871,7-Aug-22,02,8/7/22 2:00
"15,386.22",15.386218,7-Aug-22,03,8/7/22 3:00
"15,001.23",15.001233,7-Aug-22,04,8/7/22 4:00
"14,805.72",14.805723,7-Aug-22,05,8/7/22 5:00
"14,761.34",14.761336,7-Aug-22,06,8/7/22 6:00
"15,011.39",15.011388,7-Aug-22,07,8/7/22 7:00
"15,851.15",15.85115,7-Aug-22,08,8/7/22 8:00
"17,055.37",17.055372,7-Aug-22,09,8/7/22 9:00
"18,353.24",18.353243,7-Aug-22,10,8/7/22 10:00
"19,505.24",19.50524,7-Aug-22,11,8/7/22 11:00
"20,519.92",20.519922,7-Aug-22,12,8/7/22 12:00
"21,372.59",21.372589,7-Aug-22,13,8/7/22 13:00
"21,989.57",21.98957,7-Aug-22,14,8/7/22 14:00
"22,358.81",22.358809,7-Aug-22,15,8/7/22 15:00
"22,742.06",22.742059,7-Aug-22,16,8/7/22 16:00
"23,190.81",23.190814,7-Aug-22,17,8/7/22 17:00
"23,470.09",23.470091,7-Aug-22,18,8/7/22 18:00
"23,304.41",23.304406,7-Aug-22,19,8/7/22 19:00
"22,407.68",22.407677,7-Aug-22,20,8/7/22 20:00
"21,712.26",21.712257,7-Aug-22,21,8/7/22 21:00
"20,650.63",20.650632,7-Aug-22,22,8/7/22 22:00
"19,191.89",19.191892,7-Aug-22,23,8/7/22 23:00
"17,786.42",17.786418,7-Aug-22,24,8/7/22 0:00
"16,737.87",16.737874,8-Aug-22,01,8/8/22 1:00
"15,979.87",15.979873,8-Aug-22,02,8/8/22 2:00
"15,465.55",15.465549,8-Aug-22,03,8/8/22 3:00
"15,202.42",15.202416,8-Aug-22,04,8/8/22 4:00
"15,291.15",15.291149,8-Aug-22,05,8/8/22 5:00
"15,864.48",15.864477,8-Aug-22,06,8/8/22 6:00
"16,849.36",16.849362,8-Aug-22,07,8/8/22 7:00
"18,214.83",18.21483,8-Aug-22,08,8/8/22 8:00
"19,434.18",19.434178,8-Aug-22,09,8/8/22 9:00
"20,513.73",20.513727,8-Aug-22,10,8/8/22 10:00
"21,595.70",21.595703,8-Aug-22,11,8/8/22 11:00
"22,695.33",22.695325,8-Aug-22,12,8/8/22 12:00
"23,545.13",23.54513,8-Aug-22,13,8/8/22 13:00
"24,104.10",24.104096,8-Aug-22,14,8/8/22 14:00
"24,340.70",24.340701,8-Aug-22,15,8/8/22 15:00
"24,435.14",24.435138,8-Aug-22,16,8/8/22 16:00
"24,371.62",24.37162,8-Aug-22,17,8/8/22 17:00
"24,373.01",24.37301,8-Aug-22,18,8/8/22 18:00
"24,070.08",24.07008,8-Aug-22,19,8/8/22 19:00
"23,568.72",23.568718,8-Aug-22,20,8/8/22 20:00
"22,852.63",22.85263,8-Aug-22,21,8/8/22 21:00
"21,557.45",21.557449,8-Aug-22,22,8/8/22 22:00
"19,868.71",19.868714,8-Aug-22,23,8/8/22 23:00
"18,331.93",18.331933,8-Aug-22,24,8/8/22 0:00
"17,158.54",17.158538,9-Aug-22,01,8/9/22 1:00
"16,431.43",16.431425,9-Aug-22,02,8/9/22 2:00
"15,961.47",15.961466,9-Aug-22,03,8/9/22 3:00
"15,763.33",15.763327,9-Aug-22,04,8/9/22 4:00
"15,881.92",15.881924,9-Aug-22,05,8/9/22 5:00
"16,503.90",16.503902,9-Aug-22,06,8/9/22 6:00
"17,503.42",17.503418,9-Aug-22,07,8/9/22 7:00
"18,822.55",18.822547,9-Aug-22,08,8/9/22 8:00
"19,929.89",19.929887,9-Aug-22,09,8/9/22 9:00
"20,770.53",20.770528,9-Aug-22,10,8/9/22 10:00
"21,877.68",21.87768,9-Aug-22,11,8/9/22 11:00
"22,983.59",22.983593,9-Aug-22,12,8/9/22 12:00
"23,838.77",23.838773,9-Aug-22,13,8/9/22 13:00
"24,387.07",24.387068,9-Aug-22,14,8/9/22 14:00
"24,110.42",24.110421,9-Aug-22,15,8/9/22 15:00
"23,698.65",23.698654,9-Aug-22,16,8/9/22 16:00
"23,649.82",23.649817,9-Aug-22,17,8/9/22 17:00
"23,681.39",23.681391,9-Aug-22,18,8/9/22 18:00
"23,153.99",23.15399,9-Aug-22,19,8/9/22 19:00
"22,545.55",22.545548,9-Aug-22,20,8/9/22 20:00
"21,622.53",21.622529,9-Aug-22,21,8/9/22 21:00
"20,155.88",20.155878,9-Aug-22,22,8/9/22 22:00
"18,366.40",18.366404,9-Aug-22,23,8/9/22 23:00
"16,714.09",16.714088,9-Aug-22,24,8/9/22 0:00
"15,421.25",15.421253,10-Aug-22,01,8/10/22 1:00
"14,501.48",14.501483,10-Aug-22,02,8/10/22 2:00
"13,897.48",13.897481,10-Aug-22,03,8/10/22 3:00
"13,562.72",13.56272,10-Aug-22,04,8/10/22 4:00
"13,561.31",13.561309,10-Aug-22,05,8/10/22 5:00
"14,035.55",14.035552,10-Aug-22,06,8/10/22 6:00
"14,867.94",14.867936,10-Aug-22,07,8/10/22 7:00
"15,644.01",15.644005,10-Aug-22,08,8/10/22 8:00
"16,139.65",16.139648,10-Aug-22,09,8/10/22 9:00
"16,429.50",16.429497,10-Aug-22,10,8/10/22 10:00
"16,776.49",16.776486,10-Aug-22,11,8/10/22 11:00
"17,099.26",17.099256,10-Aug-22,12,8/10/22 12:00
"17,462.42",17.462422,10-Aug-22,13,8/10/22 13:00
"17,858.98",17.858982,10-Aug-22,14,8/10/22 14:00
"18,095.18",18.095182,10-Aug-22,15,8/10/22 15:00
"18,356.56",18.356558,10-Aug-22,16,8/10/22 16:00
"18,706.63",18.70663,10-Aug-22,17,8/10/22 17:00
"19,045.33",19.045328,10-Aug-22,18,8/10/22 18:00
"18,830.25",18.830248,10-Aug-22,19,8/10/22 19:00
"18,277.73",18.277734,10-Aug-22,20,8/10/22 20:00
"17,869.75",17.869749,10-Aug-22,21,8/10/22 21:00
"16,951.35",16.951352,10-Aug-22,22,8/10/22 22:00
"15,652.72",15.652722,10-Aug-22,23,8/10/22 23:00
"14,477.41",14.477412,10-Aug-22,24,8/10/22 0:00
"13,588.83",13.588831,11-Aug-22,01,8/11/22 1:00
"12,931.08",12.931078,11-Aug-22,02,8/11/22 2:00
"12,525.59",12.525587,11-Aug-22,03,8/11/22 3:00
"12,313.01",12.313014,11-Aug-22,04,8/11/22 4:00
"12,420.05",12.420053,11-Aug-22,05,8/11/22 5:00
"13,010.31",13.010307,11-Aug-22,06,8/11/22 6:00
"13,968.44",13.96844,11-Aug-22,07,8/11/22 7:00
"14,940.28",14.940275,11-Aug-22,08,8/11/22 8:00
"15,684.49",15.684485,11-Aug-22,09,8/11/22 9:00
"16,111.85",16.111847,11-Aug-22,10,8/11/22 10:00
"16,587.27",16.587271,11-Aug-22,11,8/11/22 11:00
"16,888.80",16.888795,11-Aug-22,12,8/11/22 12:00
"17,133.44",17.133437,11-Aug-22,13,8/11/22 13:00
"17,553.38",17.553383,11-Aug-22,14,8/11/22 14:00
"18,047.96",18.047961,11-Aug-22,15,8/11/22 15:00
"18,436.66",18.436661,11-Aug-22,16,8/11/22 16:00
"18,717.25",18.717251,11-Aug-22,17,8/11/22 17:00
"19,010.83",19.010827,11-Aug-22,18,8/11/22 18:00
"18,919.86",18.919856,11-Aug-22,19,8/11/22 19:00
"18,469.47",18.469469,11-Aug-22,20,8/11/22 20:00
"18,131.88",18.131881,11-Aug-22,21,8/11/22 21:00
"17,233.76",17.233755,11-Aug-22,22,8/11/22 22:00
"15,929.15",15.929152,11-Aug-22,23,8/11/22 23:00
"14,640.61",14.640605,11-Aug-22,24,8/11/22 0:00
"13,650.25",13.650248,12-Aug-22,01,8/12/22 1:00
"12,885.03",12.885034,12-Aug-22,02,8/12/22 2:00
"12,359.42",12.359418,12-Aug-22,03,8/12/22 3:00
"12,070.27",12.070267,12-Aug-22,04,8/12/22 4:00
"12,067.27",12.06727,12-Aug-22,05,8/12/22 5:00
"12,480.58",12.480577,12-Aug-22,06,8/12/22 6:00
"13,224.92",13.224917,12-Aug-22,07,8/12/22 7:00
"13,963.20",13.963199,12-Aug-22,08,8/12/22 8:00
"14,465.17",14.465168,12-Aug-22,09,8/12/22 9:00
"14,710.22",14.710223,12-Aug-22,10,8/12/22 10:00
"14,987.41",14.987414,12-Aug-22,11,8/12/22 11:00
"15,287.44",15.287441,12-Aug-22,12,8/12/22 12:00
"15,638.08",15.63808,12-Aug-22,13,8/12/22 13:00
"16,091.73",16.091731,12-Aug-22,14,8/12/22 14:00
"16,526.44",16.526437,12-Aug-22,15,8/12/22 15:00
"16,951.58",16.951576,12-Aug-22,16,8/12/22 16:00
"17,357.94",17.357943,12-Aug-22,17,8/12/22 17:00
"17,571.32",17.571321,12-Aug-22,18,8/12/22 18:00
"17,189.17",17.189165,12-Aug-22,19,8/12/22 19:00
"16,485.19",16.485187,12-Aug-22,20,8/12/22 20:00
"15,961.62",15.961616,12-Aug-22,21,8/12/22 21:00
"15,075.54",15.075541,12-Aug-22,22,8/12/22 22:00
"13,943.17",13.943165,12-Aug-22,23,8/12/22 23:00
"12,769.79",12.769785,12-Aug-22,24,8/12/22 0:00
"11,852.18",11.852181,13-Aug-22,01,8/13/22 1:00
"11,202.56",11.202558,13-Aug-22,02,8/13/22 2:00
"10,755.08",10.755078,13-Aug-22,03,8/13/22 3:00
"10,498.00",10.498004,13-Aug-22,04,8/13/22 4:00
"10,404.04",10.404042,13-Aug-22,05,8/13/22 5:00
"10,547.11",10.547106,13-Aug-22,06,8/13/22 6:00
"10,805.43",10.805433,13-Aug-22,07,8/13/22 7:00
"11,235.81",11.235807,13-Aug-22,08,8/13/22 8:00
"11,673.91",11.673905,13-Aug-22,09,8/13/22 9:00
"11,875.76",11.875756,13-Aug-22,10,8/13/22 10:00
"12,158.32",12.158316,13-Aug-22,11,8/13/22 11:00
"12,651.63",12.651631,13-Aug-22,12,8/13/22 12:00
"13,021.75",13.021754,13-Aug-22,13,8/13/22 13:00
"13,241.52",13.241518,13-Aug-22,14,8/13/22 14:00
"13,493.96",13.493957,13-Aug-22,15,8/13/22 15:00
"13,754.85",13.754853,13-Aug-22,16,8/13/22 16:00
"14,116.84",14.116837,13-Aug-22,17,8/13/22 17:00
"14,503.98",14.503976,13-Aug-22,18,8/13/22 18:00
"14,560.60",14.560603,13-Aug-22,19,8/13/22 19:00
"14,330.45",14.330452,13-Aug-22,20,8/13/22 20:00
"14,156.51",14.156512,13-Aug-22,21,8/13/22 21:00
"13,527.03",13.527032,13-Aug-22,22,8/13/22 22:00
"12,667.15",12.667146,13-Aug-22,23,8/13/22 23:00
"11,786.10",11.786104,13-Aug-22,24,8/13/22 0:00
"11,002.34",11.002337,14-Aug-22,01,8/14/22 1:00
"10,479.82",10.479823,14-Aug-22,02,8/14/22 2:00
"10,113.15",10.113152,14-Aug-22,03,8/14/22 3:00
"9,871.87",9.871868,14-Aug-22,04,8/14/22 4:00
"9,782.13",9.782129,14-Aug-22,05,8/14/22 5:00
"9,836.66",9.836655,14-Aug-22,06,8/14/22 6:00
"9,999.71",9.999706,14-Aug-22,07,8/14/22 7:00
"10,453.05",10.453046,14-Aug-22,08,8/14/22 8:00
"10,968.52",10.968516,14-Aug-22,09,8/14/22 9:00
"11,398.29",11.398287,14-Aug-22,10,8/14/22 10:00
"11,786.85",11.786846,14-Aug-22,11,8/14/22 11:00
"12,349.01",12.349007,14-Aug-22,12,8/14/22 12:00
"12,905.04",12.905041,14-Aug-22,13,8/14/22 13:00
"13,372.34",13.372336,14-Aug-22,14,8/14/22 14:00
"13,843.49",13.843488,14-Aug-22,15,8/14/22 15:00
"14,399.86",14.399859,14-Aug-22,16,8/14/22 16:00
"15,108.02",15.108017,14-Aug-22,17,8/14/22 17:00
"15,740.51",15.740511,14-Aug-22,18,8/14/22 18:00
"15,886.58",15.886583,14-Aug-22,19,8/14/22 19:00
"15,654.61",15.654609,14-Aug-22,20,8/14/22 20:00
"15,425.46",15.425455,14-Aug-22,21,8/14/22 21:00
"14,613.99",14.613988,14-Aug-22,22,8/14/22 22:00
"13,474.03",13.474029,14-Aug-22,23,8/14/22 23:00
"12,381.11",12.381105,14-Aug-22,24,8/14/22 0:00
"11,492.19",11.492186,15-Aug-22,01,8/15/22 1:00
"10,927.05",10.927049,15-Aug-22,02,8/15/22 2:00
"10,566.20",10.5662,15-Aug-22,03,8/15/22 3:00
"10,392.34",10.392344,15-Aug-22,04,8/15/22 4:00
"10,530.30",10.530301,15-Aug-22,05,8/15/22 5:00
"11,052.51",11.052508,15-Aug-22,06,8/15/22 6:00
"11,910.51",11.910513,15-Aug-22,07,8/15/22 7:00
"12,847.35",12.847347,15-Aug-22,08,8/15/22 8:00
"13,488.16",13.48816,15-Aug-22,09,8/15/22 9:00
"13,874.72",13.87472,15-Aug-22,10,8/15/22 10:00
"14,310.32",14.31032,15-Aug-22,11,8/15/22 11:00
"14,827.00",14.827002,15-Aug-22,12,8/15/22 12:00
"15,440.23",15.440228,15-Aug-22,13,8/15/22 13:00
"16,023.93",16.023931,15-Aug-22,14,8/15/22 14:00
"16,464.68",16.464683,15-Aug-22,15,8/15/22 15:00
"16,829.79",16.829791,15-Aug-22,16,8/15/22 16:00
"17,328.90",17.328896,15-Aug-22,17,8/15/22 17:00
"17,734.98",17.734978,15-Aug-22,18,8/15/22 18:00
"17,525.68",17.525675,15-Aug-22,19,8/15/22 19:00
"16,926.44",16.926441,15-Aug-22,20,8/15/22 20:00
"16,477.56",16.477558,15-Aug-22,21,8/15/22 21:00
"15,403.14",15.403136,15-Aug-22,22,8/15/22 22:00
"14,079.68",14.07968,15-Aug-22,23,8/15/22 23:00
"12,866.47",12.866465,15-Aug-22,24,8/15/22 0:00
"11,890.50",11.890496,16-Aug-22,01,8/16/22 1:00
"11,248.52",11.248516,16-Aug-22,02,8/16/22 2:00
"10,853.51",10.853512,16-Aug-22,03,8/16/22 3:00
"10,654.48",10.654484,16-Aug-22,04,8/16/22 4:00
"10,775.33",10.775333,16-Aug-22,05,8/16/22 5:00
"11,295.33",11.295332,16-Aug-22,06,8/16/22 6:00
"12,128.99",12.128989,16-Aug-22,07,8/16/22 7:00
"13,059.07",13.059072,16-Aug-22,08,8/16/22 8:00
"13,614.26",13.614255,16-Aug-22,09,8/16/22 9:00
"13,950.29",13.950286,16-Aug-22,10,8/16/22 10:00
"14,304.80",14.304803,16-Aug-22,11,8/16/22 11:00
"14,723.06",14.723057,16-Aug-22,12,8/16/22 12:00
"15,226.51",15.226511,16-Aug-22,13,8/16/22 13:00
"15,834.98",15.834984,16-Aug-22,14,8/16/22 14:00
"16,337.07",16.337073,16-Aug-22,15,8/16/22 15:00
"16,690.14",16.69014,16-Aug-22,16,8/16/22 16:00
"16,982.56",16.982564,16-Aug-22,17,8/16/22 17:00
"17,141.07",17.141067,16-Aug-22,18,8/16/22 18:00
"16,836.48",16.836482,16-Aug-22,19,8/16/22 19:00
"16,514.36",16.51436,16-Aug-22,20,8/16/22 20:00
"16,204.24",16.204238,16-Aug-22,21,8/16/22 21:00
"15,330.85",15.330852,16-Aug-22,22,8/16/22 22:00
"14,142.52",14.142522,16-Aug-22,23,8/16/22 23:00
"13,041.44",13.041443,16-Aug-22,24,8/16/22 0:00
"12,166.14",12.166135,17-Aug-22,01,8/17/22 1:00
"11,574.62",11.57462,17-Aug-22,02,8/17/22 2:00
"11,218.84",11.218843,17-Aug-22,03,8/17/22 3:00
"11,041.59",11.041588,17-Aug-22,04,8/17/22 4:00
"11,166.17",11.166173,17-Aug-22,05,8/17/22 5:00
"11,755.03",11.755025,17-Aug-22,06,8/17/22 6:00
"12,687.25",12.687248,17-Aug-22,07,8/17/22 7:00
"13,573.58",13.573578,17-Aug-22,08,8/17/22 8:00
"14,140.70",14.140695,17-Aug-22,09,8/17/22 9:00
"14,412.35",14.412346,17-Aug-22,10,8/17/22 10:00
"14,683.45",14.683445,17-Aug-22,11,8/17/22 11:00
"14,959.34",14.959341,17-Aug-22,12,8/17/22 12:00
"15,274.35",15.274349,17-Aug-22,13,8/17/22 13:00
"15,561.92",15.56192,17-Aug-22,14,8/17/22 14:00
"15,610.13",15.610128,17-Aug-22,15,8/17/22 15:00
"15,551.39",15.551394,17-Aug-22,16,8/17/22 16:00
"15,593.43",15.593433,17-Aug-22,17,8/17/22 17:00
"15,732.55",15.732552,17-Aug-22,18,8/17/22 18:00
"15,588.00",15.587999,17-Aug-22,19,8/17/22 19:00
"15,355.87",15.355865,17-Aug-22,20,8/17/22 20:00
"15,072.22",15.072221,17-Aug-22,21,8/17/22 21:00
"14,311.55",14.311554,17-Aug-22,22,8/17/22 22:00
"13,270.62",13.270615,17-Aug-22,23,8/17/22 23:00
"12,281.99",12.281988,17-Aug-22,24,8/17/22 0:00
"11,542.13",11.542133,18-Aug-22,01,8/18/22 1:00
"11,000.90",11.000902,18-Aug-22,02,8/18/22 2:00
"10,668.13",10.668128,18-Aug-22,03,8/18/22 3:00
"10,546.07",10.546073,18-Aug-22,04,8/18/22 4:00
"10,695.33",10.695331,18-Aug-22,05,8/18/22 5:00
"11,263.17",11.263166,18-Aug-22,06,8/18/22 6:00
"12,163.78",12.163783,18-Aug-22,07,8/18/22 7:00
"13,070.29",13.070287,18-Aug-22,08,8/18/22 8:00
"13,663.94",13.663937,18-Aug-22,09,8/18/22 9:00
"13,958.25",13.958248,18-Aug-22,10,8/18/22 10:00
"14,227.94",14.227939,18-Aug-22,11,8/18/22 11:00
"14,609.59",14.609586,18-Aug-22,12,8/18/22 12:00
"15,125.44",15.125436,18-Aug-22,13,8/18/22 13:00
"15,699.81",15.699807,18-Aug-22,14,8/18/22 14:00
"16,070.74",16.070741,18-Aug-22,15,8/18/22 15:00
"16,377.91",16.377905,18-Aug-22,16,8/18/22 16:00
"16,712.82",16.712818,18-Aug-22,17,8/18/22 17:00
"16,976.20",16.976197,18-Aug-22,18,8/18/22 18:00
"16,687.55",16.687551,18-Aug-22,19,8/18/22 19:00
"16,343.84",16.343843,18-Aug-22,20,8/18/22 20:00
"16,040.37",16.040372,18-Aug-22,21,8/18/22 21:00
"15,205.69",15.205693,18-Aug-22,22,8/18/22 22:00
"14,062.52",14.062521,18-Aug-22,23,8/18/22 23:00
"12,964.69",12.964691,18-Aug-22,24,8/18/22 0:00
"12,093.43",12.09343,19-Aug-22,01,8/19/22 1:00
"11,465.38",11.465375,19-Aug-22,02,8/19/22 2:00
"11,078.19",11.078187,19-Aug-22,03,8/19/22 3:00
"10,866.24",10.86624,19-Aug-22,04,8/19/22 4:00
"10,949.94",10.94994,19-Aug-22,05,8/19/22 5:00
"11,444.44",11.444438,19-Aug-22,06,8/19/22 6:00
"12,274.53",12.274528,19-Aug-22,07,8/19/22 7:00
"13,314.80",13.314798,19-Aug-22,08,8/19/22 8:00
"14,072.96",14.07296,19-Aug-22,09,8/19/22 9:00
"14,653.75",14.653747,19-Aug-22,10,8/19/22 10:00
"15,307.05",15.307045,19-Aug-22,11,8/19/22 11:00
"15,994.39",15.99439,19-Aug-22,12,8/19/22 12:00
"16,726.82",16.72682,19-Aug-22,13,8/19/22 13:00
"17,508.57",17.508572,19-Aug-22,14,8/19/22 14:00
"18,229.84",18.229841,19-Aug-22,15,8/19/22 15:00
"18,891.40",18.8914,19-Aug-22,16,8/19/22 16:00
"19,536.88",19.536877,19-Aug-22,17,8/19/22 17:00
"19,914.70",19.914698,19-Aug-22,18,8/19/22 18:00
"19,609.54",19.609535,19-Aug-22,19,8/19/22 19:00
"18,811.55",18.811546,19-Aug-22,20,8/19/22 20:00
"18,155.22",18.155218,19-Aug-22,21,8/19/22 21:00
"17,056.77",17.056768,19-Aug-22,22,8/19/22 22:00
"15,715.00",15.715,19-Aug-22,23,8/19/22 23:00
"14,446.25",14.446249,19-Aug-22,24,8/19/22 0:00
"13,406.11",13.406113,20-Aug-22,01,8/20/22 1:00
"12,621.13",12.62113,20-Aug-22,02,8/20/22 2:00
"12,074.99",12.074989,20-Aug-22,03,8/20/22 3:00
"11,720.31",11.720312,20-Aug-22,04,8/20/22 4:00
"11,565.29",11.56529,20-Aug-22,05,8/20/22 5:00
"11,656.75",11.65675,20-Aug-22,06,8/20/22 6:00
"11,937.90",11.937898,20-Aug-22,07,8/20/22 7:00
"12,505.84",12.50584,20-Aug-22,08,8/20/22 8:00
"13,248.34",13.248338,20-Aug-22,09,8/20/22 9:00
"14,017.78",14.017779,20-Aug-22,10,8/20/22 10:00
"14,851.12",14.851118,20-Aug-22,11,8/20/22 11:00
"15,838.07",15.838069,20-Aug-22,12,8/20/22 12:00
"16,878.20",16.878204,20-Aug-22,13,8/20/22 13:00
"17,826.93",17.82693,20-Aug-22,14,8/20/22 14:00
"18,481.06",18.481056,20-Aug-22,15,8/20/22 15:00
"18,945.27",18.945271,20-Aug-22,16,8/20/22 16:00
"19,339.15",19.339146,20-Aug-22,17,8/20/22 17:00
"19,580.76",19.580759,20-Aug-22,18,8/20/22 18:00
"19,295.30",19.295299,20-Aug-22,19,8/20/22 19:00
"18,711.93",18.71193,20-Aug-22,20,8/20/22 20:00
"18,184.69",18.184693,20-Aug-22,21,8/20/22 21:00
"17,209.52",17.209517,20-Aug-22,22,8/20/22 22:00
"16,014.93",16.014931,20-Aug-22,23,8/20/22 23:00
"14,807.81",14.807811,20-Aug-22,24,8/20/22 0:00
"13,826.01",13.826005,21-Aug-22,01,8/21/22 1:00
"13,056.12",13.056118,21-Aug-22,02,8/21/22 2:00
"12,529.85",12.529849,21-Aug-22,03,8/21/22 3:00
"12,150.13",12.150134,21-Aug-22,04,8/21/22 4:00
"11,956.52",11.956521,21-Aug-22,05,8/21/22 5:00
"11,982.14",11.982144,21-Aug-22,06,8/21/22 6:00
"12,115.27",12.11527,21-Aug-22,07,8/21/22 7:00
"12,652.23",12.652225,21-Aug-22,08,8/21/22 8:00
"13,478.76",13.478758,21-Aug-22,09,8/21/22 9:00
"14,288.09",14.288087,21-Aug-22,10,8/21/22 10:00
"15,081.50",15.081504,21-Aug-22,11,8/21/22 11:00
"16,019.45",16.019452,21-Aug-22,12,8/21/22 12:00
"16,822.68",16.822682,21-Aug-22,13,8/21/22 13:00
"17,370.50",17.370504,21-Aug-22,14,8/21/22 14:00
"17,769.83",17.769834,21-Aug-22,15,8/21/22 15:00
"18,092.30",18.092298,21-Aug-22,16,8/21/22 16:00
"18,484.23",18.484232,21-Aug-22,17,8/21/22 17:00
"18,899.17",18.899173,21-Aug-22,18,8/21/22 18:00
"18,664.39",18.664393,21-Aug-22,19,8/21/22 19:00
"18,036.20",18.036201,21-Aug-22,20,8/21/22 20:00
"17,531.99",17.531985,21-Aug-22,21,8/21/22 21:00
"16,467.44",16.467442,21-Aug-22,22,8/21/22 22:00
"15,126.58",15.126577,21-Aug-22,23,8/21/22 23:00
"13,924.50",13.924496,21-Aug-22,24,8/21/22 0:00
"13,032.24",13.032238,22-Aug-22,01,8/22/22 1:00
"12,412.70",12.412702,22-Aug-22,02,8/22/22 2:00
"12,080.00",12.080003,22-Aug-22,03,8/22/22 3:00
"11,996.12",11.996117,22-Aug-22,04,8/22/22 4:00
"12,211.94",12.211939,22-Aug-22,05,8/22/22 5:00
"12,874.50",12.874495,22-Aug-22,06,8/22/22 6:00
"13,876.08",13.87608,22-Aug-22,07,8/22/22 7:00
"14,892.96",14.892955,22-Aug-22,08,8/22/22 8:00
"15,647.06",15.647063,22-Aug-22,09,8/22/22 9:00
"16,123.14",16.123144,22-Aug-22,10,8/22/22 10:00
"16,604.99",16.60499,22-Aug-22,11,8/22/22 11:00
"16,963.39",16.963387,22-Aug-22,12,8/22/22 12:00
"17,220.33",17.220332,22-Aug-22,13,8/22/22 13:00
"17,241.46",17.241455,22-Aug-22,14,8/22/22 14:00
"17,078.56",17.078555,22-Aug-22,15,8/22/22 15:00
"17,040.96",17.040957,22-Aug-22,16,8/22/22 16:00
"17,170.99",17.170985,22-Aug-22,17,8/22/22 17:00
"17,463.57",17.46357,22-Aug-22,18,8/22/22 18:00
"17,431.38",17.431381,22-Aug-22,19,8/22/22 19:00
"17,252.40",17.252399,22-Aug-22,20,8/22/22 20:00
"16,905.93",16.90593,22-Aug-22,21,8/22/22 21:00
"16,030.48",16.030484,22-Aug-22,22,8/22/22 22:00
"14,891.18",14.891184,22-Aug-22,23,8/22/22 23:00
"13,788.08",13.788082,22-Aug-22,24,8/22/22 0:00
"12,991.57",12.991567,23-Aug-22,01,8/23/22 1:00
"12,439.74",12.43974,23-Aug-22,02,8/23/22 2:00
"12,094.33",12.094326,23-Aug-22,03,8/23/22 3:00
"11,953.83",11.953828,23-Aug-22,04,8/23/22 4:00
"12,101.58",12.101575,23-Aug-22,05,8/23/22 5:00
"12,758.58",12.758576,23-Aug-22,06,8/23/22 6:00
"13,792.56",13.792556,23-Aug-22,07,8/23/22 7:00
"14,769.52",14.769524,23-Aug-22,08,8/23/22 8:00
"15,528.39",15.528388,23-Aug-22,09,8/23/22 9:00
"16,059.74",16.059736,23-Aug-22,10,8/23/22 10:00
"16,578.33",16.578326,23-Aug-22,11,8/23/22 11:00
"16,965.84",16.965843,23-Aug-22,12,8/23/22 12:00
"17,422.24",17.422242,23-Aug-22,13,8/23/22 13:00
"17,830.27",17.830271,23-Aug-22,14,8/23/22 14:00
"17,959.79",17.959791,23-Aug-22,15,8/23/22 15:00
"18,053.32",18.053319,23-Aug-22,16,8/23/22 16:00
"18,092.86",18.092855,23-Aug-22,17,8/23/22 17:00
"18,060.02",18.060019,23-Aug-22,18,8/23/22 18:00
"17,797.69",17.797687,23-Aug-22,19,8/23/22 19:00
"17,442.22",17.442222,23-Aug-22,20,8/23/22 20:00
"17,013.95",17.013952,23-Aug-22,21,8/23/22 21:00
"16,067.08",16.067078,23-Aug-22,22,8/23/22 22:00
"14,906.01",14.906009,23-Aug-22,23,8/23/22 23:00
"13,750.61",13.750606,23-Aug-22,24,8/23/22 0:00
"12,845.13",12.84513,24-Aug-22,01,8/24/22 1:00
"12,272.37",12.272374,24-Aug-22,02,8/24/22 2:00
"11,882.85",11.882854,24-Aug-22,03,8/24/22 3:00
"11,710.57",11.710569,24-Aug-22,04,8/24/22 4:00
"11,823.92",11.823922,24-Aug-22,05,8/24/22 5:00
"12,476.42",12.476419,24-Aug-22,06,8/24/22 6:00
"13,488.88",13.488884,24-Aug-22,07,8/24/22 7:00
"14,501.08",14.501078,24-Aug-22,08,8/24/22 8:00
"15,256.43",15.256433,24-Aug-22,09,8/24/22 9:00
